vitri,noilmviec,mucluong,ThoiGianDangGoc,kynang,link,NgayDang
DE,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684795,2026-06-17 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684796,2026-06-17 13:48:01.153
BA,Hà Nội,Thỏa thuận,23 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684784,2026-06-17 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,23 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684773,2026-06-17 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,23 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684774,2026-06-17 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,23 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684775,2026-06-17 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684756,2026-06-17 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,25 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684979,2026-06-15 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,26 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684977,2026-06-14 13:48:01.153
BA,Hà Nội,Thỏa thuận,26 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684879,2026-06-14 13:48:01.153
DS,TP. Hồ Chí Minh,20 - 30 triệu,26 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684885,2026-06-14 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,26 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684840,2026-06-14 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,26 ngày trước,"Python, SQL, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684806,2026-06-14 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,26 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684807,2026-06-14 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,26 ngày trước,"Python, SQL, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684749,2026-06-14 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,26 ngày trước,"ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684750,2026-06-14 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,27 ngày trước,"Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684944,2026-06-13 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,27 ngày trước,"Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684878,2026-06-13 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,27 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684862,2026-06-13 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,27 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684846,2026-06-13 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,27 ngày trước,"SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684799,2026-06-13 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,28 ngày trước,"Python, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/684886,2026-06-12 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,28 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684849,2026-06-12 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,28 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684832,2026-06-12 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,28 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684804,2026-06-12 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,28 ngày trước,"Python, SQL, Spark, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684765,2026-06-12 13:48:01.153
BA,Hà Nội,5 triệu,29 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684997,2026-06-11 13:48:01.153
AI Engineer,Đà Nẵng,Thỏa thuận,29 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684980,2026-06-11 13:48:01.153
DS,Hà Nội,Thỏa thuận,29 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684957,2026-06-11 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,29 ngày trước,"Python, SQL, AWS, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684970,2026-06-11 13:48:01.153
DE,Hà Nội,Thỏa thuận,29 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684887,2026-06-11 13:48:01.153
DE,Hà Nội,Thỏa thuận,29 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684852,2026-06-11 13:48:01.153
BA,Hà Nội,Thỏa thuận,29 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684818,2026-06-11 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,29 ngày trước,"SQL, Power BI, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684822,2026-06-11 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,29 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684823,2026-06-11 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,29 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684824,2026-06-11 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,29 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684757,2026-06-11 13:48:01.153
DS,Hà Nội,12 - 15 triệu,Vừa đăng,"Python, SQL, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684958,2026-07-10 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,Vừa đăng,"Machine Learning, R",https://jobs.xomdata.com/jobs/684855,2026-07-10 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Machine Learning, R",https://jobs.xomdata.com/jobs/684833,2026-07-10 13:48:01.153
DS,Hà Nội,Thỏa thuận,Vừa đăng,"Python, SQL, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684755,2026-07-10 13:48:01.153
BA,Hà Nội,25 - 30 triệu,Vừa đăng,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/685184,2026-07-10 13:48:01.153
Other,Hà Nội,Thỏa thuận,Vừa đăng,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/436286,2026-07-10 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Python, SQL, Power BI, Tableau, Excel, Pandas, NumPy, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684945,2026-07-10 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684974,2026-07-10 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,Vừa đăng,"Python, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684978,2026-07-10 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684975,2026-07-10 13:48:01.153
BA,Hà Nội,Thỏa thuận,Vừa đăng,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684994,2026-07-10 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,Vừa đăng,"Machine Learning, R",https://jobs.xomdata.com/jobs/685183,2026-07-10 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,Vừa đăng,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684972,2026-07-10 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,Vừa đăng,"Python, NumPy, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684976,2026-07-10 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684954,2026-07-10 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,Vừa đăng,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684969,2026-07-10 13:48:01.153
DA,Hà Nội,Thỏa thuận,Vừa đăng,"Python, SQL, Power BI, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684941,2026-07-10 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Machine Learning, R",https://jobs.xomdata.com/jobs/684943,2026-07-10 13:48:01.153
DS,Hà Nội,Thỏa thuận,Vừa đăng,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684953,2026-07-10 13:48:01.153
DA,Hà Nội,Thỏa thuận,Vừa đăng,"Python, SQL, Power BI, Excel, Pandas, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684937,2026-07-10 13:48:01.153
DS,Hà Nội,Thỏa thuận,Vừa đăng,"Python, Pandas, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684960,2026-07-10 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Python, SQL, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/7367,2026-07-10 13:48:01.153
DS,TP. Hồ Chí Minh,20 - 30 triệu,Vừa đăng,"Python, SQL, Excel, Pandas, NumPy, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684950,2026-07-10 13:48:01.153
BA,Hà Nội,10 - 20 triệu,Vừa đăng,"Machine Learning, R",https://jobs.xomdata.com/jobs/684986,2026-07-10 13:48:01.153
DS,Hà Nội,Thỏa thuận,Vừa đăng,"Python, SQL, Excel, Pandas, NumPy, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/255,2026-07-10 13:48:01.153
